X,Y,fid,Nama_Sekolah,NPSN,Nama_KepSek,Alamat_Sekolah,Tahun_Berdiri,Status_Akreditasi,Ruang_Guru,Ruang_Pimpinan,Lab_IPA,Perpus,UKS,Ruang_AdminTU,Ruang_Sirkulasi,Ruang_Ibadah,Jamban_WC,Area_Olahraga,Gudang,Kantin,Tempat_Parkir,Ruang_Kelas,Lemari,Papan_Pajang,Papan_Tulis,Tempat_Sampah,Tempat_Cuci_Tangan,Jam_Dinding,Kotak_Kontak,Meteran_Listrik,Rumah_Dinas_Guru,Pagar_Keliling,Lapangan_Upacara,Jumlah_Kursi_Siswa,Jumlah_Meja_Siswa,Jumlah_Siswa,Jumlah_Kursi_Guru,Jumlah_Meja_Guru,Jumlah_Guru,GuruAgamaBP_SMA,GuruAgamaBP_D1,GuruAgamaBP_D2,GuruAgamaBP_D3,GuruAgamaBP_S1,GuruAgamaBP_S2,GuruPPKN_SMA,GuruPPKN_D1,GuruPPKN_D2,GuruPPKN_D3,GuruPPKN_S1,GuruPPKN_S2,GuruIndo_SMA,GuruIndo_D1,GuruIndo_D2,GuruIndo_D3,GuruIndo_S1,GuruIndo_S2,GuruMTK_SMA,GuruMTK_D1,GuruMTK_D2,GuruMTK_D3,GuruMTK_S1,GuruMTK_S2,GuruIPA_SMA,GuruIPA_D1,GuruIPA_D2,GuruIPA_D3,GuruIPA_S1,GuruIPA_S2,GuruIPS_SMA,GuruIPS_D1,GuruIPS_D2,GuruIPS_D3,GuruIPS_S1,GuruIPS_S2,GuruIng_SMA,GuruIng_D1,GuruIng_D2,GuruIng_D3,GuruIng_S1,GuruIng_S2,GuruSeni_SMA,GuruSeni_D1,GuruSeni_D2,GuruSeni_D3,GuruSeni_S1,GuruSeni_S2,GuruPJS_SMA,GuruPJS_D1,GuruPJS_D2,GuruPJS_D3,GuruPJS_S1,GuruPJS_S2,GuruPraKarya_SMA,GuruPraKarya_D1,GuruPraKarya_D2,GuruPraKarya_D3,GuruPraKarya_S1,GuruPraKarya_S2,GuruLain_SMA,GuruLain_D1,GuruLain_D2,GuruLain_D3,GuruLain_S1,GuruLain_S2,Jenjang_Pendidikan,Desa,Kecamatan,FotoA,FotoB,FotoC,Catatan,icon_url
125.361766666667,2.12466,"69",SD GMIST Yobel Lamanggo,"40104710","Djeski Bogar, S.Pd",Desa Lamanggo,1911/10/05,"2","1","1","5","1","5","1",,"5","2","1","3","5","5","4","9","1","6","7","7","1",,"1300","4","3","1","27","27","54","16","16","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","1",Lamanggo,Biaro,DCIM/titik-sekolah_20220908114450373.jpg,DCIM/titik-sekolah_20220908114520299.jpg,DCIM/titik-sekolah_20220908114543470.jpg,"Ruang kelas 1 & 3, atap dan plafon bocor. Atap dan plafon luar kelas bocor. Ruang kelas masuk air jika hujan karena tanah lebih rendah. 9 buah kursi dan meja siswa rusak. Instalasi listrik mudah korslet. Pintu WC lubang. Gudang tidak ada plafon, dinding retak. Rumah dinas guru di bangun di atas tanah penduduk.",./1.png
125.348803333333,2.09479666666667,"70",SDN Tope Buang,"40101479",Sarlota Mandagi,Tope,1978/07/15,"2","1","1","5","2","3","5",,"1","1","5","2","5","5","4","4","0","6","8","7","1",,"1300","1","0","3","16","14","21","12","12","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","2","0","1",Tope,Biaro,DCIM/titik-sekolah_20221005183726907.jpg,DCIM/titik-sekolah_20221005183803228.jpg,DCIM/titik-sekolah_20221005184242443.jpg,"2 ruang kelas rusak berat, tidak ada pagar keliling, perpus rusak, lapangan upacara dan lapangan rusak.",./1.png
125.343058333333,2.081275,"71",SD Gmist Bethel Buang,"40104692","Frince Naleng, S.Pd",Buang,1917/04/20,"2","1","5","5","1","5","5",,"5","1","1","5","5","5","1","8","0","6","8","0","1",,"900","4","0","3","24","24","32","13","13","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","0","1",Buang,Biaro,DCIM/titik-sekolah_20221005182916379.jpg,DCIM/titik-sekolah_20221005182938042.jpg,DCIM/titik-sekolah_20221005183020139.jpg,"Pagar keliling NDA ad, plafon luar ruangan kurang,.UKS tidak ada, ruang kepala sekolah.",./1.png
125.340448333333,2.08265166666667,"72",SD Inpres Buang,"40104748",Olviati Manuhi,Buang ,1982/09/15,"2","1","1","5","1","5","5",,"5","1","5","5","5","5","1","8","0","6","7","3","0",,"1300","1","3","3","30","30","39","13","13","7","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1",Buang,Biaro,DCIM/titik-sekolah_20221005183129458.jpg,DCIM/titik-sekolah_20221005183205074.jpg,DCIM/titik-sekolah_20221005183224245.jpg,Lapangan olahraga dan lapangan upacara belum ada selanjutnya semua dalam keadaan baik.,./1.png
125.340411666667,2.08248833333333,"73",SMP Negeri Buang,"40104761","Yolanda Maitum, S.Pd",Kampung Buang,2022/09/08,"2","1","1","3","1","1","2",,"5","5","5","5","5","5","2","2","0","3","4","4","2",,"900","1","3","3","51","51","51","13","13","11","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",Buang,Biaro,DCIM/titik-sekolah_20221005183323576.jpg,DCIM/titik-sekolah_20221005183412117.jpg,DCIM/titik-sekolah_20221005183441995.jpg,"WC tidak ada, westafel tidak berfungsi, ruang lab rusak ringan. Tidak ad lapangan upacara dan olahraga",./0.png
125.387933333333,2.11158833333333,"74",SD Negeri Inpres Karungo,"40104736","Alpin Wukungsenggo, S.Pd",Desa Dalinsaheng,1981/01/15,"2","5","1","5","2","5","5",,"5","2","1","5","5","1","3","15","1","6","3","6","6",,"900","4","2","1","29","32","56","15","15","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","0","1",Dalinsaheng,Biaro,DCIM/titik-sekolah_20220909083717196.jpg,DCIM/titik-sekolah_20220909083730418.jpg,DCIM/titik-sekolah_20220909083754508.jpg,"1 rumah dinas guru rusak berat. 1 tempat cuci tangan rusak. Atap dan plafon kelas 2 bocor. 1 Lemari rusak. Pintu WC rusak. Perpustakaan digunakan sebagai ruang guru, plafon merembes air.",./1.png
125.397155,2.11383,"75",SD Gmist Ekklesia Karungo,"40104699","Charles Johan Tindi, S.Pd",Karungo,2022/09/09,"2","1","5","5","1","5","5",,"5","3","1","5","5","5","2","8","0","6","7","1","0",,"1300","4","2","1","46","23","46","10","10","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1",Karungo,Biaro,DCIM/titik-sekolah_20220909082755697.jpg,DCIM/titik-sekolah_20220909082822639.jpg,DCIM/titik-sekolah_20220909082847490.jpg,"Pembangunan pagar keliling dan 3 ruang kelas sementara proses, tidak ada UKS, ruang kepala sekolah NDA ada.",./1.png
125.380939655006,2.6809135498479,"76",SD Gmist Sinai Makoa,"40104671","Hajati Singale, S.Pd",Kampung Makoa,1969/09/18,"3","2","5","5","1","5","5",,"5","3","5","5","5","5","1","1","11","6","5","1","1",,"900","1","2","1","21","23","33","6","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1",Makoa,Siau Barat Selatan,DCIM/titik-sekolah_20221020122545473.jpg,DCIM/titik-sekolah_20221020122702049.jpg,DCIM/titik-sekolah_20221020122710352.jpg,"Plafon kelas 4, 2,1 bocor, pagar sekolah sebagian dan hampir rubuh, air paki air hujan, tidak ada papan nama sekolah, depan sekolah belum ada pagar,",./1.png
125.381382507287,2.34446915469641,"77",SD GMIST Nazaret Bahoi,"40104688",Batje Sarapil,Kampung Bahoi,1910/01/05,"2","5","1","5","1","5","5",,"5","1","5","5","1","1","1","6","78","6","13","8","7",,"1300","1","2","1","119","62","114","14","14","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","0","1",Bahoi,Tagulandang,DCIM/titik-sekolah_20220921135151969.jpg,DCIM/titik-sekolah_20221005171235742.jpg,DCIM/titik-sekolah_20221005171401580.jpg,"Pagar belum keliling, kurang ruangan, meteran 1200",./1.png
125.380681817982,2.34340790192091,"78",SMP N 1 Tagulandang,"40104758","Ros Papuko, S.Pdk",Jalan bahoi,1955/07/21,"1","3","2","3","3","5","3",,"5","4","1","4","5","1","4","20","13","14","21","17","11",,"5500","4","3","1","204","161","320","27","27","26","0","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","3","0","0","0","0","0","4","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","2",Bahoi,Tagulandang,DCIM/titik-sekolah_20220921151045999.jpg,DCIM/titik-sekolah_20220921151055876.jpg,DCIM/titik-sekolah_20220921151105760.jpg,"1 guru informatika, ada ruangan komputer, ada mess siswa, ruang aula rusak berat, smua kelas rusak berat, ruang seni rusak, meja kursi siswa banyak yg rusak (37meja untuk di ruang lab)",./0.png
125.37778003591,2.34775981226862,"79",SD Inpres Balehumara,"40104729","Piterson Pontoh, S.Pd",Lingkungan III ,1910/01/09,"1","1","1","5","1","1","5",,"5","3","5","5","5","1","2","8","6","6","8","8","6",,"900","3","2","1","96","50","96","9","9","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1",Balehumara,Tagulandang,DCIM/titik-sekolah_20221005120818447.jpg,DCIM/titik-sekolah_20221005140151692.jpg,DCIM/titik-sekolah_20221005140158565.jpg,,./1.png
125.37853981,2.34708559,"80",SD NEGERI BUHIAS,"40104725",Cicil,Lingkungan III  ,1961/08/02,"1","1","1","5","3","1","5",,"5","2","1","1","3","1","2","14","15","7","11","11","9",,"1300","5","3","1","119","61","117","12","12","13","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","7","0","1",Balehumara,Tagulandang,DCIM/titik-sekolah_20220921160226632.jpg,DCIM/titik-sekolah_20220921175918879.jpg,DCIM/titik-sekolah_20220921175956807.jpg,"Plafon ruang kelas 2 bocor, perpustakaan  rusak sedang pada plafon bagian depan, pintu wc sudah rusak /tidak ada pintu",./1.png
125.383024988903,2.34013837630432,"81",SD N Inpres Bahoi,"40104728",Hesty Jacobs,Kelurahan Bahoi,1975/04/01,"2","5","1","5","3","5","1",,"5","2","5","5","5","5","2","7","29","6","10","4","2",,"900","4","2","1","80","40","80","13","13","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","1",Bahoi,Tagulandang,DCIM/titik-sekolah_20220922082805757.jpg,DCIM/titik-sekolah_20220922082609015.jpg,DCIM/titik-sekolah_20220922082643212.jpg,"Perpus persiapan mau direnovasi, kelebihan ruang kelas yg dialihfungsikan mnjdi gudang dan tmpat ibadah, ruang guru dan kepsek jadi 1, rumah dinas 4 2rusak berat ",./1.png
125.390032646698,2.33128671041717,"82",SD N Inpres Mahangiang,"40104740","Hulda Jacobus, S.Pd",Kampung Mahangiang,1975/10/01,"1","3","5","5","1","5","5",,"5","1","5","5","3","1","1","4","56","6","4","12","8",,"900","4","3","1","95","53","92","15","12","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","6","0","1",Mahangiang,Tagulandang,DCIM/titik-sekolah_20220922091137964.jpg,DCIM/titik-sekolah_20220922092231909.jpg,DCIM/titik-sekolah_20220922092411093.jpg,"Rencana pembangunan aula lantai 2 rusak berat, ruangan guru rusak sedang (plafon), 3 rudis 2bagus 1rusak berat, 1 meja 2siswa, ada lahan kosong tdinya rudis guru dibongkar lalu dipinjam ke tk pkk, prioritas pembangunan ruang guru, air dri sumir bor kampung",./1.png
125.401386234531,2.32330172362531,"83",SDN Tulusan,"40104759","Johan Raffles  Rombon, S.Pd",Kampung Tulusanj,1910/01/02,"1","1","1","5","1","5","5",,"5","4","5","5","2","5","4","9","26","6","13","3","1",,"900","4","3","1","84","45","85","28","15","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","3","0","1",Tulusan,Tagulandang,DCIM/titik-sekolah_20220922103208609.jpg,DCIM/titik-sekolah_20220922103238348.jpg,DCIM/titik-sekolah_20220922103255928.jpg,"Rudis rusak berat, klas 6 rusak berat sementra di pindahkan ke perpus, uks dignti dgn kantin, dapur kondisi rusak berat, wc rusak berat",./1.png
125.422291780505,2.31873365672391,"84",SMP N 3 Tagulandang,"40104769","Tony W. Matheos, S.Pd",Jl. Bukit Handayani Kamp. Haasi,2004/03/05,"1","3","2","1","4","1","2",,"5","1","4","2","5","5","3","4","30","6","6","7","3",,"3500","5","3","1","188","171","126","25","18","14","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","2",Haasi,Tagulandang,DCIM/titik-sekolah_20220922121051941.jpg,DCIM/titik-sekolah_20220922121127617.jpg,DCIM/titik-sekolah_20220922121114603.jpg,"Rudis sementara pembangunan, olahraga rusak berqt, perpus rusak berat dipindahkan ke ruang TU, TU dipindahkan ke ruang kelas digabung dgn ruang guru, punya lab komputer, jendela ruang klas rusak berat sehungga ditutup dgn plastik, kusen jendela dgn pintu lapuk, drainase tdk ada sehingga ketika hujan air masuk didlm kelas, plafon luar kelas 8 rusak",./0.png
125.422468049305,2.31899320757229,"85",SD Gmist Efrata Haasi,"40104702","Elen Tato, S.Pd",Kampung Haasi,1910/01/03,"1","1","5","5","2","5","5",,"5","2","1","3","5","1","2","7","13","6","9","6","7",,"1300","5","3","1","62","44","63","14","13","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1",Haasi,Tagulandang,DCIM/titik-sekolah_20220922122919942.jpg,DCIM/titik-sekolah_20220922122936944.jpg,DCIM/titik-sekolah_20220922124904622.jpg,Meja kursi guru rusak,./1.png
125.38114045,2.36001137,"86",SDN INPRES LESAH RENDE,"699894","Gustini Manapi, S.Pd",Lindongan II ,2018/09/11,"4","1","5","5","5","5","5",,"5","1","5","5","5","5","1","2","1","4","3","3","3",,"1300","5","2","1","60","60","24","5","5","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","1",Lesah Rende,Tagulandang,DCIM/titik-sekolah_20220922082538863.jpg,DCIM/titik-sekolah_20220922182313571.jpg,DCIM/titik-sekolah_20220922182324880.jpg,Hanya ada 3 ruang kelas (kekurangan ruang kelas),./1.png
125.37939816,2.36250005,"87",SDN INPRES LESAH,"40104738","Lely Kawangung, S.Pd",Lindongan II  ,1983/09/20,"2","1","5","5","1","5","5",,"5","1","5","5","1","1","1","3","7","6","6","5","3",,"900","4","3","1","46","41","46","11","11","11","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","7","0","1",Pahiama,Tagulandang,DCIM/titik-sekolah_20220922092518823.jpg,DCIM/titik-sekolah_20221005123246876.jpg,DCIM/titik-sekolah_20221005123341558.jpg,"Tidak ada akses untuk air bersih (menampung air dari bak air kampung lesah), 2 unit Rumah dinas rusak berat dan tidak terpakai",./1.png
125.37220454,2.35984157,"88",SD GMIST SION LESAH,"40104711",Nurmintje Linoghi,Lesah ,2017/09/19,"2","1","5","5","3","2","5",,"5","2","5","5","5","5","1","9","14","6","8","4","6",,"450","5","3","1","52","43","52","8","8","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","6","0","1",Lesah,Tagulandang,DCIM/titik-sekolah_20220922101551647.jpg,DCIM/titik-sekolah_20221005115956578.jpg,DCIM/titik-sekolah_20221005120224979.jpg,"Plafon bagian depan, samping dan sebagian didalam gedung perpustakaan rusak",./1.png
125.37553289,2.36771317,"89",SMP N 5 TAGULANDANG,"40104587",Dra. Ritta V. Atimang,Pahiama lindongan 3,2006/09/11,"2","1","1","2","1","5","1",,"5","1","4","1","5","1","1","6","8","6","6","6","6",,"2200","4","2","1","106","104","106","15","15","16","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","2",Pahiama,Tagulandang,DCIM/titik-sekolah_20220922184245168.jpg,DCIM/titik-sekolah_20220922184409185.jpg,DCIM/titik-sekolah_20220922184445720.jpg,"Prioritas yaitu normalisasi kali yang ada di samping bangunan sekolah karna sering terjadi banjir ketika hujan, dan mengakibatkan banyak fasilitas dan sarna sekolah yang rusak",./0.png
125.379929483797,2.37286850787986,"90",SD Gmist Filadelfia Mohongsawang,"40104714","Jackson R. Laleno, S.Pd",Mohonhsawang,1942/10/05,"2","1","5","5","2","5","5",,"5","1","5","5","3","1","2","10","25","6","8","4","1",,"900","3","0","1","55","27","57","16","11","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1",Mohongsawang,Tagulandang,DCIM/titik-sekolah_20220923082253955.jpg,DCIM/titik-sekolah_20220923084222539.jpg,DCIM/titik-sekolah_20220923084228201.jpg,"Plafon bagian blkng perpus rusak, kantin rusak sedang (hnya pakai tripleks), ",./1.png
125.385764955664,2.38001019541556,"91",SDN Inpres Mohongsawang,"40104742","Dorkas Salikode, S.Pd",Apengsala,1981/10/01,"2","1","5","5","1","1","5",,"5","1","5","2","5","1","3","3","24","6","4","7","1",,"900","3","2","1","70","39","60","16","12","8","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1",Apengsala,Tagulandang,DCIM/titik-sekolah_20220923091423287.jpg,DCIM/titik-sekolah_20220923091444836.jpg,DCIM/titik-sekolah_20220923091636508.jpg,"Kelas 3 kondisi rusak berat, digunakan air de sumur, kantin di alihfungsikan jadi gudang, rudis rusak sedang kurangnya pemeliharaan, dinding klas 1 rusak ringan, posisi drainase diatas lahan sekolah dan blm smpai di hilir sehingga jika hujan air meluap",./1.png
125.383838882657,2.79963062955149,"92",SD Gmist Pniel Kawahang,"40104669","Rahel Papuas, S.Pdk",Lindongan  II,1972/08/01,"2","2","1","5","2","5","5",,"5","1","5","1","5","5","3","10","32","6","8","4","1",,"1300","5","2","1","33","36","38","12","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","1",Kawahang,Siau Barat Utara,DCIM/titik-sekolah_20220929095612540.jpg,DCIM/titik-sekolah_20220929095624805.jpg,DCIM/titik-sekolah_20220929095632791.jpg,"Msih menggunakan air hujan, meja/kursi panjang, rencana jangka panjang mau bangun dapur sekolah, plafon rusak (perpus, ruang guru, klas 1 2), ruang kepsek dan gudang menggunakan bangunan TK",./1.png
125.37462780039,2.7933099118053,"93",SMP Negeri 1 Siau Barat Utara,"40104755","Katrina Gandaria, S.Pd","Jalan Soa, Kampung Kiawang",1979/09/03,"2","1","1","2","1","1","1",,"5","1","5","1","2","5","2","10","8","8","9","4","3",,"1300","1","3","1","44","46","66","16","16","10","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2",Kiawang,Siau Barat Utara,DCIM/titik-sekolah_20220929114700080.jpg,DCIM/titik-sekolah_20220929114711444.jpg,DCIM/titik-sekolah_20220929114717062.jpg,"Ruang lab komputer rencana mau direhab, rumah dinas guru sementara di bangun, bak penampung air rusa (air hujan), meja kursi bnyak rusak, plafon rusak (tatausaha - ruang huru ) dak tahun depan mau di rehab, 2ruangan rusak sedang (tidak dirawat), ",./0.png
125.374725758491,2.79290498003248,"94",SD Gmist Antiokhia Kiawang,"40104656","Stevi Tatengkeng, S.Pd",Lindongan I       ,1979/08/01,"3","2","2","5","1","1","5",,"5","1","5","5","5","5","1","10","12","6","13","9","2",,"450","5","3","1","43","36","43","13","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","0","1",Kiawang,Siau Barat Utara,DCIM/titik-sekolah_20221101124514240.jpg,DCIM/titik-sekolah_20221101124527455.jpg,DCIM/titik-sekolah_20221101124531317.jpg,"Perpus gabung dgn uks, plafon rusak dari ruang guru,klas5,4, kaca jendela klas 3 picah, msh mnggunakan air hujan",./1.png
125.406198333333,2.81025333333333,"95",SD GMIST EPPATA Batubulan,"40104657","Jafton Kendung, A.Ma.Pd",Kampung Batubulan,1910/07/04,"2","1","5","5","2","5","5",,"5","3","5","5","5","5","1","4","2","6","10","4","6",,"900","1","2","5","1","32","29","13","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1",Batubulan,Siau Barat Utara,DCIM/titik-sekolah_20220929100750098.jpg,DCIM/titik-sekolah_20220929100820343.jpg,DCIM/titik-sekolah_20220929100904009.jpg,Rumah dinas guru baru selesai dibangun. Kebutuhan air dati hujan. Kepsek tinggal di mahuneni. Tiap hari 70km jarak tempuh pulang pergi. Permintaan dibuatkan meja siswa 1 meja utk 1 siswa,./1.png
125.388311666667,2.803775,"96",SD GMIST Nazaret Niabangeng,"40104667","Ratni Balau, S.Pd",Kampung Kawahang,1962/09/04,"2","1","5","5","1","3","5",,"5","2","5","5","5","5","1","5","15","6","10","7","8",,"1300","3","2","1","21","17","25","14","12","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","1",Kawahang,Siau Barat Utara,DCIM/titik-sekolah_20220929112256741.jpg,DCIM/titik-sekolah_20220929112321284.jpg,DCIM/titik-sekolah_20220929112341025.jpg,Rumah dinas kondisi rusak sedang. Ruang guru rusak ringan. Ruang guru masih bangunan lama yg terbuat dari kayu,./1.png
125.371720140368,2.77902888431471,"97",SD Gmist Galilea Kinali,"40104661","Rusjansen Riangkamang, S.Pd",Lindongan satu,1955/01/01,"2","2","5","5","1","5","5",,"5","1","1","5","5","5","1","8","25","6","9","4","6",,"900","5","0","5","41","35","33","17","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1",Kinali,Siau Barat Utara,DCIM/titik-sekolah_20220930080557186.jpg,DCIM/titik-sekolah_20220930080644972.jpg,DCIM/titik-sekolah_20220930080701191.jpg,"Uks gabung dengan ruang guru, plafon ruang guru rusak ringan, terdapat ruang komputer di lantai 2, kelas 2 dan 4 disekat",./1.png
